0	7.0905874e-06	1.3437211e-09	1.539322e-09	1.7790852e-09	1.5133343e-09
0.501002	7.0858418e-06	1.2619607e-09	1.4559622e-09	1.6917842e-09	1.4296907e-09
1.002004	6.9640601e-06	8.7371873e-10	1.07562e-09	1.3112244e-09	1.0485352e-09
1.503006	6.7225753e-06	6.4593934e-10	8.7233704e-10	1.1091374e-09	8.4390206e-10
2.004008	6.3600639e-06	9.6571227e-10	1.2292304e-09	1.4645422e-09	1.1989098e-09
2.50501	5.8788274e-06	6.3720589e-10	9.4579742e-10	1.1747333e-09	9.1308002e-10
3.006012	5.2820757e-06	8.2363184e-10	1.1837389e-09	1.4014884e-09	1.1481863e-09
3.507014	4.5801835e-06	6.147534e-10	1.0357173e-09	1.2391074e-09	9.9707356e-10
4.008016	3.7887505e-06	1.5620866e-09	2.0612255e-09	2.249559e-09	2.0196478e-09
4.509018	2.9388945e-06	8.7820009e-10	1.4876522e-09	1.663301e-09	1.4442136e-09
5.01002	2.0710869e-06	1.8790753e-09	2.6584017e-09	2.8287803e-09	2.6162622e-09
5.511022	1.2521987e-06	1.2370859e-09	2.3061723e-09	2.4923544e-09	2.2737445e-09
6.012024	5.6591134e-07	6.6515898e-10	2.3286577e-09	2.601076e-09	2.3310389e-09
6.5130261	1.126669e-07	1.7619837e-09	5.4430518e-09	6.1661606e-09	5.6037279e-09
7.0140281	1.219953e-09	1.1229328e-08	2.045052e-08	2.319526e-08	2.1353578e-08
7.5150301	2.4917054e-07	1.0350454e-09	1.1467659e-09	2.0407764e-09	1.5280633e-09
8.0160321	1.0292683e-06	5.0178682e-10	7.0147784e-10	1.3654502e-09	1.0367472e-09
8.5170341	2.3253535e-06	5.31867e-10	2.4173825e-10	7.8375703e-10	5.6626705e-10
9.0180361	3.9774969e-06	1.0011853e-09	1.5252506e-09	1.966651e-09	1.8413037e-09
9.5190381	5.6897675e-06	2.3295383e-11	3.9056855e-10	7.4120991e-10	6.9123735e-10
10.02004	7.1387865e-06	6.0821141e-10	3.3650799e-10	6.4997445e-11	6.0674458e-11
10.521042	8.0721119e-06	2.2790379e-11	2.4429196e-10	4.5129424e-10	4.8623045e-10
11.022044	8.365501e-06	2.5843971e-11	2.3274342e-10	3.9060163e-10	4.3296723e-10
11.523046	8.0237665e-06	1.0684748e-11	2.3284221e-10	3.5543016e-10	3.8407486e-10
12.024048	7.1400381e-06	5.4608174e-10	8.1152145e-10	9.0971563e-10	9.0522203e-10
12.52505	5.8549185e-06	1.0454962e-10	4.4393483e-10	5.2444648e-10	4.6737999e-10
13.026052	4.338479e-06	3.0806522e-10	7.6124369e-10	8.2497319e-10	6.9259592e-10
13.527054	2.7780781e-06	6.2316698e-10	1.2513697e-09	1.2898433e-09	1.0496739e-09
14.028056	1.3826047e-06	2.0921725e-10	1.1243564e-09	1.1098213e-09	7.0431642e-10
14.529058	3.8136896e-07	7.1125922e-10	2.175909e-09	2.0265681e-09	1.3223043e-09
15.03006	5.2862514e-08	6.4245446e-12	3.0380601e-09	2.4016002e-09	8.9301612e-10
15.531062	5.8509221e-07	6.0034451e-10	8.3195289e-09	6.8583489e-09	1.0229679e-09
16.032064	1.8550373e-06	8.7735942e-10	3.0082338e-09	2.1412763e-09	8.2027926e-10
16.533066	3.119713e-06	7.2914878e-10	2.7398983e-10	1.5046922e-10	8.3181871e-10
17.034068	3.0446524e-06	4.7278886e-10	1.0919028e-10	1.0909942e-10	3.0730008e-10
17.53507	1.1055671e-06	1.8970625e-12	5.3355235e-10	9.6538799e-10	7.0373164e-10
18.036072	1.1120439e-06	4.4251531e-10	3.7844107e-10	1.206811e-09	1.1391874e-09
18.537074	1.3216749e-06	2.1489237e-09	1.647635e-11	1.3486496e-09	2.2108002e-09
19.038076	1.2721175e-06	9.753134e-10	2.7907188e-09	3.3698999e-09	4.7650587e-09
19.539078	2.2296751e-06	7.7432011e-10	8.6210087e-11	5.1281168e-10	6.2149073e-10
20.04008	7.7570878e-06	4.1679382e-11	4.4192752e-10	3.0279438e-10	8.2430106e-10
